,X,rt,trial_index,subject,form_assignment,stimulus,button_pressed,stimNum,topic,form,response,numeric_response
422,555,1045,15,7j9ky7hkzj,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
423,556,4211,16,7j9ky7hkzj,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
424,557,936,17,7j9ky7hkzj,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
425,558,1199,18,7j9ky7hkzj,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
426,559,902,19,7j9ky7hkzj,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
427,560,1405,20,7j9ky7hkzj,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
428,561,1348,21,7j9ky7hkzj,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
429,562,2014,22,7j9ky7hkzj,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
430,563,1359,23,7j9ky7hkzj,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
431,564,1081,24,7j9ky7hkzj,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
432,565,927,25,7j9ky7hkzj,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
433,572,4611,2,7pek6jwqb2,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
434,573,2236,3,7pek6jwqb2,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
435,574,2044,4,7pek6jwqb2,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
436,575,1446,5,7pek6jwqb2,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
437,576,2255,6,7pek6jwqb2,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
438,577,2590,7,7pek6jwqb2,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
439,578,2559,8,7pek6jwqb2,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
440,579,2054,9,7pek6jwqb2,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
441,580,1399,10,7pek6jwqb2,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
442,581,3165,11,7pek6jwqb2,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
443,582,1414,12,7pek6jwqb2,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
444,583,2183,13,7pek6jwqb2,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
445,584,1301,14,7pek6jwqb2,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
446,585,1782,15,7pek6jwqb2,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
447,586,1407,16,7pek6jwqb2,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
448,587,2358,17,7pek6jwqb2,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
449,588,1399,18,7pek6jwqb2,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
450,589,1270,19,7pek6jwqb2,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
451,590,1787,20,7pek6jwqb2,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
452,591,1318,21,7pek6jwqb2,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
453,592,1742,22,7pek6jwqb2,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
454,593,1142,23,7pek6jwqb2,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
455,594,1750,24,7pek6jwqb2,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
456,595,2503,25,7pek6jwqb2,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
457,602,1891,2,7xkrr5eb0j,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
458,603,2037,3,7xkrr5eb0j,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
459,604,1476,4,7xkrr5eb0j,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
460,605,983,5,7xkrr5eb0j,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
461,606,1415,6,7xkrr5eb0j,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
462,607,1606,7,7xkrr5eb0j,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
463,608,1565,8,7xkrr5eb0j,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
464,609,1375,9,7xkrr5eb0j,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
465,610,1033,10,7xkrr5eb0j,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
466,611,884,11,7xkrr5eb0j,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
467,612,2045,12,7xkrr5eb0j,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
468,613,1237,13,7xkrr5eb0j,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
469,614,1345,14,7xkrr5eb0j,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
470,615,1094,15,7xkrr5eb0j,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
471,616,1195,16,7xkrr5eb0j,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
472,617,1434,17,7xkrr5eb0j,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
473,618,1509,18,7xkrr5eb0j,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
474,619,1958,19,7xkrr5eb0j,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
475,620,1575,20,7xkrr5eb0j,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
476,621,2419,21,7xkrr5eb0j,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
477,622,1329,22,7xkrr5eb0j,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
478,623,1215,23,7xkrr5eb0j,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
479,624,1416,24,7xkrr5eb0j,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
480,625,1294,25,7xkrr5eb0j,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
481,632,2030,2,8emprek6ge,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
482,633,1419,3,8emprek6ge,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
483,634,836,4,8emprek6ge,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
484,635,3713,5,8emprek6ge,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
485,636,2499,6,8emprek6ge,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
486,637,1110,7,8emprek6ge,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
487,638,1082,8,8emprek6ge,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
488,639,879,9,8emprek6ge,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
489,640,1290,10,8emprek6ge,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
490,641,989,11,8emprek6ge,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
491,642,1552,12,8emprek6ge,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
492,643,1414,13,8emprek6ge,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
493,644,1319,14,8emprek6ge,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
494,645,1711,15,8emprek6ge,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
495,646,2437,16,8emprek6ge,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
496,647,1367,17,8emprek6ge,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
497,648,1086,18,8emprek6ge,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
498,649,1109,19,8emprek6ge,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
499,650,1628,20,8emprek6ge,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
500,651,1357,21,8emprek6ge,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
501,652,1143,22,8emprek6ge,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
502,653,2469,23,8emprek6ge,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
503,654,1375,24,8emprek6ge,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
504,655,983,25,8emprek6ge,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
505,662,2626,2,8gk17fagbk,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
506,663,1594,3,8gk17fagbk,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
507,664,8753,4,8gk17fagbk,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
508,665,2884,5,8gk17fagbk,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
509,666,959,6,8gk17fagbk,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
510,667,2743,7,8gk17fagbk,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
511,668,11926,8,8gk17fagbk,conventional,<p>The United States is south of Canada.</p>,0,23,usa,proposition,request,1
512,669,1282,9,8gk17fagbk,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
513,670,1578,10,8gk17fagbk,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
514,671,5001,11,8gk17fagbk,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
515,672,2461,12,8gk17fagbk,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
516,673,2748,13,8gk17fagbk,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
517,674,3099,14,8gk17fagbk,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
518,675,1312,15,8gk17fagbk,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
519,676,1741,16,8gk17fagbk,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
520,677,1297,17,8gk17fagbk,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
521,678,3973,18,8gk17fagbk,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
522,679,1291,19,8gk17fagbk,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
523,680,2171,20,8gk17fagbk,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
524,681,936,21,8gk17fagbk,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
525,682,1370,22,8gk17fagbk,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
526,683,1142,23,8gk17fagbk,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
527,684,1760,24,8gk17fagbk,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
528,685,3419,25,8gk17fagbk,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
529,692,5447,2,8m74x3ylzw,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
530,693,3336,3,8m74x3ylzw,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
531,694,3271,4,8m74x3ylzw,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
532,695,2407,5,8m74x3ylzw,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
533,696,8959,6,8m74x3ylzw,conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
534,697,2743,7,8m74x3ylzw,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
535,698,4807,8,8m74x3ylzw,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
536,699,1591,9,8m74x3ylzw,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
537,700,1703,10,8m74x3ylzw,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
538,701,1887,11,8m74x3ylzw,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
539,702,1647,12,8m74x3ylzw,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
540,703,1831,13,8m74x3ylzw,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
541,704,2168,14,8m74x3ylzw,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
542,705,2216,15,8m74x3ylzw,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
543,706,1640,16,8m74x3ylzw,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
544,707,1672,17,8m74x3ylzw,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
545,708,1552,18,8m74x3ylzw,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
546,709,1928,19,8m74x3ylzw,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
547,710,1616,20,8m74x3ylzw,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
548,711,1608,21,8m74x3ylzw,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
549,712,1736,22,8m74x3ylzw,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
550,713,2128,23,8m74x3ylzw,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
551,714,3368,24,8m74x3ylzw,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
552,715,1960,25,8m74x3ylzw,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
553,722,4463,2,8u59621bmp,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
554,723,5103,3,8u59621bmp,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
555,724,3591,4,8u59621bmp,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
556,725,2775,5,8u59621bmp,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
557,726,3456,6,8u59621bmp,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
558,727,1528,7,8u59621bmp,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
559,728,3176,8,8u59621bmp,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
560,729,2567,9,8u59621bmp,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
561,730,2888,10,8u59621bmp,non_conventional,<p>Can you lift that box?</p>,1,3,box,conventional,literal,0
562,731,5823,11,8u59621bmp,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
563,732,3784,12,8u59621bmp,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
564,733,1407,13,8u59621bmp,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
565,734,1135,14,8u59621bmp,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
566,735,1752,15,8u59621bmp,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
567,736,1502,16,8u59621bmp,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
568,737,3447,17,8u59621bmp,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
569,738,1399,18,8u59621bmp,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
570,739,1448,19,8u59621bmp,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
571,740,1240,20,8u59621bmp,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
572,741,3432,21,8u59621bmp,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
573,742,1280,22,8u59621bmp,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
574,743,1080,23,8u59621bmp,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
575,744,1752,24,8u59621bmp,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
576,745,3344,25,8u59621bmp,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
577,752,7578,2,ap162uepck,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
578,753,1929,3,ap162uepck,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
579,754,3698,4,ap162uepck,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
580,755,2897,5,ap162uepck,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
581,756,4018,6,ap162uepck,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
582,757,10127,7,ap162uepck,non_conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
583,758,1351,8,ap162uepck,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
584,759,965,9,ap162uepck,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
585,760,5256,10,ap162uepck,non_conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
586,761,3927,11,ap162uepck,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
587,762,2519,12,ap162uepck,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
588,763,4057,13,ap162uepck,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
589,764,2501,14,ap162uepck,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
590,765,4153,15,ap162uepck,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
591,766,1399,16,ap162uepck,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
592,767,845,17,ap162uepck,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
593,768,3942,18,ap162uepck,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
594,769,1560,19,ap162uepck,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
595,770,1371,20,ap162uepck,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
596,771,1048,21,ap162uepck,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
597,772,3284,22,ap162uepck,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
598,773,1229,23,ap162uepck,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
599,774,1802,24,ap162uepck,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
600,775,1097,25,ap162uepck,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
601,782,3179,2,aw4e3x20sh,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
602,783,2364,3,aw4e3x20sh,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
603,784,1723,4,aw4e3x20sh,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
604,785,1736,5,aw4e3x20sh,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
605,786,1519,6,aw4e3x20sh,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
606,787,1601,7,aw4e3x20sh,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
607,788,1551,8,aw4e3x20sh,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
608,789,2197,9,aw4e3x20sh,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
609,790,1663,10,aw4e3x20sh,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
610,791,1444,11,aw4e3x20sh,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
611,792,1189,12,aw4e3x20sh,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
612,793,1465,13,aw4e3x20sh,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
613,794,1130,14,aw4e3x20sh,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
614,795,1517,15,aw4e3x20sh,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
615,796,1625,16,aw4e3x20sh,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
616,797,1492,17,aw4e3x20sh,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
617,798,1262,18,aw4e3x20sh,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
618,799,1431,19,aw4e3x20sh,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
619,800,1228,20,aw4e3x20sh,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
620,801,1371,21,aw4e3x20sh,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
621,802,1881,22,aw4e3x20sh,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
622,803,1471,23,aw4e3x20sh,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
623,804,1279,24,aw4e3x20sh,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
624,805,1637,25,aw4e3x20sh,non_conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
625,812,2865,2,ay6yv6aqqk,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
626,813,2266,3,ay6yv6aqqk,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
627,814,1148,4,ay6yv6aqqk,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
628,815,967,5,ay6yv6aqqk,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
629,816,1216,6,ay6yv6aqqk,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
630,817,1188,7,ay6yv6aqqk,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
631,818,1022,8,ay6yv6aqqk,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
632,819,952,9,ay6yv6aqqk,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
633,820,1264,10,ay6yv6aqqk,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
634,821,1538,11,ay6yv6aqqk,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
635,822,1218,12,ay6yv6aqqk,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
636,823,1145,13,ay6yv6aqqk,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
637,824,1197,14,ay6yv6aqqk,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
638,825,1074,15,ay6yv6aqqk,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
639,826,1122,16,ay6yv6aqqk,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
640,827,1645,17,ay6yv6aqqk,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
641,828,1900,18,ay6yv6aqqk,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
642,829,1025,19,ay6yv6aqqk,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
643,830,1061,20,ay6yv6aqqk,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
644,831,1153,21,ay6yv6aqqk,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
645,832,1200,22,ay6yv6aqqk,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
646,833,1208,23,ay6yv6aqqk,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
647,834,1009,24,ay6yv6aqqk,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
648,835,1203,25,ay6yv6aqqk,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
649,842,7824,2,b64zddj1o1,non_conventional,<p>Can you lift that box?</p>,1,3,box,conventional,literal,0
650,843,3519,3,b64zddj1o1,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
651,844,1982,4,b64zddj1o1,non_conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
652,845,1319,5,b64zddj1o1,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
653,846,2315,6,b64zddj1o1,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
654,847,1615,7,b64zddj1o1,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
655,848,4829,8,b64zddj1o1,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
656,849,1645,9,b64zddj1o1,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
657,850,1809,10,b64zddj1o1,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
658,851,2240,11,b64zddj1o1,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
659,852,2035,12,b64zddj1o1,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
660,853,1468,13,b64zddj1o1,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
661,854,1371,14,b64zddj1o1,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
662,855,3199,15,b64zddj1o1,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
663,856,1497,16,b64zddj1o1,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
664,857,2654,17,b64zddj1o1,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
665,858,1942,18,b64zddj1o1,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
666,859,1771,19,b64zddj1o1,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
667,860,1433,20,b64zddj1o1,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
668,861,1201,21,b64zddj1o1,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
669,862,1882,22,b64zddj1o1,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
670,863,1599,23,b64zddj1o1,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
671,864,1379,24,b64zddj1o1,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
672,865,1217,25,b64zddj1o1,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
673,872,8771,2,bc0lf0s46f,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
674,873,1823,3,bc0lf0s46f,non_conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
675,874,2388,4,bc0lf0s46f,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
